ck,gk,name,bdate,ms,gender,income,childrenhome,occ,hof,nco,addr1,addr2,phone,datefirstpuchase,datelastpurchase
20194,359,Connor Campbell,1980-11-08,M,M,60000,0,Skilled Manual,1,1,5099 Park Lane Circle,,409-555-0134,25/12/2018,25/12/2023
20195,614,Blake Wilson,1980-10-10,M,M,60000,0,Skilled Manual,0,1,9241 St George Dr.,,499-555-0143,04/12/2018,04/12/2023
20196,546,Cameron Perry,1980-12-22,M,M,60000,0,Skilled Manual,1,1,670 Echo Canyon Lane,,922-555-0163,29/12/2018,29/12/2023
20197,542,Olivia Johnson,1980-06-21,M,F,60000,0,Skilled Manual,1,1,4351 Charlotte Ave.,,106-555-0160,25/12/2018,25/12/2023
20198,347,Sierra Evans,1979-09-15,S,F,60000,3,Professional,1,0,5183 Camino Estrada,,554-555-0166,15/12/2018,15/12/2023
20199,345,Hailey Cook,1979-09-27,M,F,70000,0,Professional,1,1,2061 Matchstick Drive,,894-555-0112,24/08/2018,24/08/2023
20200,638,Noah Gonzales,1979-02-20,M,M,70000,0,Professional,1,1,9580 Kalima Place,,142-555-0173,01/08/2018,01/08/2023
20203,536,Roy Blanco,1979-09-23,M,M,80000,0,Professional,1,0,3416 Cunha Ct,,953-555-0123,25/03/2019,25/03/2024
20204,299,Renee Carlson,1979-07-28,M,F,80000,0,Professional,1,0,845 Olive Ave,,626-555-0119,03/08/2018,03/08/2023
20205,536,Bryce Cox,1978-02-08,S,M,60000,2,Professional,0,0,3625 Pinehurst Court,,818-555-0166,14/12/2018,14/12/2023
20206,52,Olivia Murphy,1978-06-10,M,F,60000,0,Professional,1,1,628 Marina Lakes Drive,,575-555-0153,08/07/2017,29/04/2024
20207,331,Angel Bailey,1978-04-25,M,M,60000,0,Professional,1,1,9440 Newell Ave.,,182-555-0118,14/12/2018,14/12/2023
20208,51,Austin Hayes,1978-05-25,M,M,60000,0,Professional,1,1,8746 Gonzalez Ct,,954-555-0119,03/07/2017,02/04/2024
20209,52,Andrea Turner,1978-06-09,M,F,60000,0,Professional,1,1,6588 Palms Drive,,654-555-0111,21/07/2017,12/04/2024
20210,546,Stephanie Powell,1978-10-05,M,F,80000,0,Professional,1,0,2407 Erie Dr.,,509-555-0169,21/08/2018,21/08/2023
20211,22,Scott Rodgers,1988-05-15,M,M,60000,2,Professional,1,1,9860 Brookview Drive,,989-555-0100,18/04/2017,03/12/2023
20212,18,Krista Alonso,1990-03-22,M,F,80000,4,Management,1,1,5951 Snowberry Court,,1 (11) 500 555-0124,21/11/2018,17/06/2024
20213,2,Gina Dominguez,1990-02-09,S,F,80000,4,Management,1,1,6751 Yosemite Ct.,,1 (11) 500 555-0174,04/04/2017,07/12/2023
20214,25,Trisha Liu,1988-09-08,S,F,60000,2,Professional,0,1,7104 Roland Ct.,,1 (11) 500 555-0131,15/04/2017,27/12/2023
20215,4,Ioannis Xylaras,1988-12-01,S,F,60000,2,Professional,0,1,3797 Concord Royale,,1 (11) 500 555-0146,23/04/2017,09/12/2023
20216,29,Shawn Chander,1988-06-20,M,M,60000,2,Professional,1,1,1395 Bonanza,,1 (11) 500 555-0159,25/04/2017,06/12/2023
20217,20,Valerie Wang,1987-03-14,M,F,70000,5,Professional,0,3,1867 Sahara Drive,,1 (11) 500 555-0148,12/04/2017,06/12/2023
20218,22,Drew Xie,1987-08-13,M,M,70000,5,Professional,0,3,194 Hoover Court,,1 (11) 500 555-0115,26/10/2018,04/11/2023
20219,21,Colleen Harrison,1989-10-21,M,F,110000,0,Management,0,0,5938 Greenwood Circle,,1 (11) 500 555-0117,20/04/2017,02/12/2023
20220,21,Wendy Carlson,1989-07-17,S,F,110000,0,Management,1,0,9507 Mountaire Drive,,1 (11) 500 555-0124,29/04/2017,08/12/2023
20221,36,Kaylee Sanders,1989-05-15,M,F,120000,0,Management,0,0,7287 Cashew Ln,,1 (11) 500 555-0125,20/04/2017,17/12/2023
20222,2,Melissa Morgan,1987-12-16,M,F,70000,5,Professional,0,3,8167 Grant St,,1 (11) 500 555-0144,09/12/2018,20/06/2024
20224,6,Lawrence Gill,1986-09-02,M,M,80000,5,Management,0,3,4836 Marina,,1 (11) 500 555-0155,05/04/2019,07/04/2024
20225,19,Sharon Rai,1986-11-01,S,F,90000,0,Professional,1,0,2236 Buena Vista Ave,,1 (11) 500 555-0158,20/04/2017,18/12/2023
20226,29,Valerie She,1986-04-08,M,F,90000,0,Professional,1,0,4625 Westcliffe Place,,1 (11) 500 555-0191,13/04/2017,07/12/2023
20227,15,Louis Zhang,1986-11-08,M,M,90000,0,Professional,1,0,5099 Park Lane Circle,,1 (11) 500 555-0143,23/04/2017,24/12/2023
20228,37,Raymond Arthur,1986-06-23,M,M,100000,0,Management,1,0,5643 Palms Dr.,,1 (11) 500 555-0164,30/04/2017,01/12/2023
20229,33,Austin Walker,1985-08-27,M,M,60000,2,Professional,1,1,6400 Sunshine Drive,,1 (11) 500 555-0113,20/02/2019,20/02/2024
20230,19,Gary Munoz,1985-04-12,M,M,60000,3,Professional,1,1,3064 Whyte Park Ave.,,1 (11) 500 555-0140,15/12/2018,15/12/2023
20231,32,Kelvin Zhou,1985-02-09,S,M,70000,0,Professional,0,1,7121 Oakleaf Ct.,,1 (11) 500 555-0156,24/11/2018,24/11/2023
20232,31,Franklin Chande,1984-05-11,M,M,60000,3,Professional,1,2,867 Calico Way,,1 (11) 500 555-0166,15/12/2018,15/12/2023
20233,16,Jenny Raje,1984-04-07,S,F,60000,3,Professional,1,2,1245 West Hookston Road,,1 (11) 500 555-0147,04/11/2018,04/11/2023
20234,12,Gerald Mehta,1984-10-20,S,M,60000,4,Professional,1,3,9279 Masonic Dr.,,1 (11) 500 555-0152,27/08/2018,27/08/2023
20236,33,Cesar Chandra,1983-03-14,S,M,60000,2,Professional,0,2,4217 Fairlane Place,,1 (11) 500 555-0119,29/04/2017,01/01/2024
20237,25,Hunter Yang,1983-02-19,M,M,70000,0,Professional,0,1,436 Logan Court,,1 (11) 500 555-0116,05/08/2018,05/08/2023
20238,20,Anna Watson,1987-12-14,S,F,90000,0,Professional,1,0,3123 Bonita Ave,,1 (11) 500 555-0112,23/04/2017,25/12/2023
20239,2,Jill Ortega,1987-12-27,M,F,90000,0,Professional,1,0,2824 Meadowvale Court,,1 (11) 500 555-0199,25/04/2017,21/12/2023
20240,30,Beth Rubio,1981-04-01,M,F,60000,0,Skilled Manual,1,1,958 Hilltop Dr.,,1 (11) 500 555-0110,18/04/2019,18/04/2024
20241,9,Cesar Mehta,1981-08-03,M,M,60000,0,Skilled Manual,0,1,9182 Newcastle Road,,1 (11) 500 555-0197,15/04/2017,21/01/2024
20242,18,Christopher Thomas,1951-07-07,M,M,120000,0,Management,0,2,9650 Leisure Lane,,1 (11) 500 555-0137,11/04/2017,15/12/2023
20243,33,Tamara Ye,1986-06-21,S,F,100000,0,Management,0,1,8524 C Mt. Hood Circle,,1 (11) 500 555-0190,23/11/2018,23/11/2023
20244,22,Dawn Raji,1986-05-17,S,F,100000,0,Management,0,1,7710 Medina Drive,,1 (11) 500 555-0126,20/04/2017,15/12/2023
20245,34,Darren Malhotra,1986-08-09,S,M,100000,0,Management,1,1,7875 Northridge Road,,1 (11) 500 555-0124,03/04/2017,22/01/2024
20246,25,Mindy Xu,1986-02-19,M,F,100000,0,Professional,0,1,4144 Show Rd.,,1 (11) 500 555-0155,02/04/2017,01/01/2024
20247,31,Kristina Lopez,1986-07-26,S,F,100000,0,Professional,0,1,8477 Riverwood Circle,,1 (11) 500 555-0164,07/04/2017,26/01/2024
20249,17,Tasha Kumar,1980-07-03,S,F,60000,0,Skilled Manual,1,1,9369 Mt. Tooth Pl.,,1 (11) 500 555-0180,18/04/2017,25/01/2024
20250,23,Charles Garcia,1980-06-26,M,M,60000,0,Skilled Manual,1,1,369 Peabody Road,,1 (11) 500 555-0167,20/10/2018,20/10/2023
20251,26,Luis Li,1980-02-02,M,M,60000,0,Skilled Manual,1,1,5315 Wildewood Dr,,1 (11) 500 555-0129,24/10/2018,24/10/2023
20252,6,Darrell Raje,1980-06-23,M,M,60000,0,Skilled Manual,1,1,9891 Serene Ct.,,1 (11) 500 555-0112,04/03/2019,04/03/2024
20253,28,Veronica Kapoor,1985-04-13,S,F,70000,0,Professional,0,1,2282 Nulty Dr,,1 (11) 500 555-0156,02/04/2017,27/01/2024
20254,12,Dana Gutierrez,1985-05-16,S,F,80000,5,Professional,1,4,9287 Pecan Pl,,1 (11) 500 555-0130,19/03/2019,19/03/2024
20255,18,Stephanie Russell,1985-08-05,M,F,80000,5,Professional,1,4,3261 Vista Bonita,,1 (11) 500 555-0116,14/08/2018,14/08/2023
20256,36,Javier Serrano,1984-05-04,S,M,70000,0,Professional,0,1,8779 Knollview Court,,1 (11) 500 555-0128,13/05/2017,18/01/2024
20258,20,Katelyn Ward,1983-04-24,S,F,70000,0,Professional,0,1,5854 Baird Court,# 212,1 (11) 500 555-0169,25/05/2017,14/01/2024
20259,39,Jenny Andersen,1983-09-28,S,F,70000,0,Professional,0,2,9808 Holiday Hills,,1 (11) 500 555-0160,04/05/2017,20/01/2024
20260,21,Ethan Martinez,1982-05-18,S,M,60000,0,Skilled Manual,1,1,6144 Silver Oak Pl.,,1 (11) 500 555-0139,13/05/2017,01/01/2024
20261,23,Mariah Rivera,1982-03-26,M,F,60000,0,Skilled Manual,1,1,8257 Almondwood Drive,,1 (11) 500 555-0197,16/05/2017,31/01/2024
20262,37,Brett Prasad,1982-06-01,M,M,70000,4,Skilled Manual,1,2,8229 Crawford Street,,1 (11) 500 555-0146,02/01/2019,02/01/2024
20264,28,Jay Carlson,1981-10-27,S,M,60000,0,Skilled Manual,1,1,6145 Frisbie Court,,1 (11) 500 555-0125,26/05/2017,24/01/2024
20265,25,Clarence Guo,1981-05-07,M,M,60000,0,Skilled Manual,1,1,5474 Jason Ct.,,1 (11) 500 555-0189,14/09/2018,14/09/2023
20266,31,Summer Gonzalez,1981-07-27,M,F,70000,4,Skilled Manual,0,2,5155 Centennial Way,,1 (11) 500 555-0112,22/10/2018,22/10/2023
20267,7,Monica Garcia,1980-08-08,M,F,70000,4,Skilled Manual,1,3,7882 Las Lomas Way,,1 (11) 500 555-0117,06/02/2019,06/02/2024
20268,36,Jorge He,1980-07-10,M,M,70000,4,Skilled Manual,1,3,8273 Glacier Drive,,1 (11) 500 555-0140,25/04/2019,25/04/2024
20269,32,Hunter Foster,1969-10-27,M,M,10000,1,Skilled Manual,0,2,1729 Panorama Drive,,1 (11) 500 555-0112,30/04/2019,30/04/2024
20270,329,Kevin Phillips,1996-05-04,M,M,30000,0,Skilled Manual,1,2,2756 Eastgate Ave.,,128-555-0160,24/10/2018,24/10/2023
20271,299,Barry Fernandez,1996-02-19,S,M,30000,0,Skilled Manual,0,2,4844 Spring Water St,,801-555-0110,18/01/2019,18/01/2024
20272,609,Seth James,1995-04-23,S,M,40000,0,Skilled Manual,0,2,2132 Virginia Lane,,949-555-0190,27/03/2019,27/03/2024
20273,69,Katherine Martin,1996-10-28,S,F,40000,0,Skilled Manual,1,2,7895 Stanley Dollar Dr.,,320-555-0187,31/03/2019,31/03/2024
20274,607,Brent Wang,1996-04-21,M,M,40000,0,Skilled Manual,1,2,548 Stony Hill Circle,,130-555-0173,03/02/2019,03/02/2024
20277,36,Mary Hall,1957-07-28,M,F,30000,0,Clerical,0,2,8367 Frisbie Ct.,,1 (11) 500 555-0192,04/11/2018,04/11/2023
20278,311,Alisha Oliver,1997-09-04,M,F,40000,0,Skilled Manual,1,2,9609 W 74th St.,,325-555-0186,04/09/2018,04/09/2023
20279,326,Trevor Henderson,1997-01-11,S,M,40000,0,Skilled Manual,1,2,251 Ravenwood Dr.,,769-555-0124,17/09/2018,17/09/2023
20280,53,Joshua Harris,1999-09-07,S,M,30000,0,Clerical,0,2,2040 Encino Drive,,820-555-0140,17/09/2018,17/03/2024
20281,607,Karl Xie,1999-04-28,S,M,40000,0,Skilled Manual,0,2,4039 Elkwood Dr.,,508-555-0163,20/12/2018,20/12/2023
20282,11,Trisha Xu,1959-01-01,S,F,40000,0,Management,1,2,8627 Shenandoah Drive,,1 (11) 500 555-0133,06/01/2019,06/01/2024
20283,14,Katie Shen,1960-12-08,M,F,40000,0,Management,1,2,4910 Melinda Court,,1 (11) 500 555-0163,09/05/2017,20/02/2024
20284,14,Deanna Ashe,1963-06-12,S,F,60000,0,Management,1,1,5290 Pennsylvania Blvd,,1 (11) 500 555-0116,14/05/2017,28/02/2024
20286,298,Stacey Wu,1996-11-05,S,F,40000,0,Skilled Manual,0,1,7647 Valencia Place,,729-555-0112,26/10/2018,26/10/2023
20287,307,Destiny Simmons,1996-11-20,S,F,40000,0,Skilled Manual,1,1,8540 Donegal Road,,343-555-0120,14/03/2019,14/03/2024
20289,339,Jada Richardson,1996-06-11,S,F,40000,0,Skilled Manual,0,1,1781 Jumping St.,,276-555-0157,23/02/2019,23/02/2024
20290,369,Austin Simmons,1996-12-23,S,M,40000,0,Skilled Manual,0,1,9717 Hiliday Hills Drive,,270-555-0123,11/10/2018,11/10/2023
20291,358,Alexis Walker,1995-11-03,S,F,40000,0,Skilled Manual,0,2,4464 Seal Way,,371-555-0170,25/12/2018,25/12/2023
20293,339,Rachel Jackson,1994-05-05,S,F,30000,0,Skilled Manual,1,1,7509 Parkside Dr.,,876-555-0164,18/03/2019,18/03/2024
20294,385,Julia Davis,1994-08-14,S,F,30000,0,Skilled Manual,0,1,4469 Rain Drop Circle,,745-555-0118,16/03/2019,16/03/2024
20295,642,Christopher Brown,1993-11-03,M,M,60000,0,Skilled Manual,0,1,4895 Pine Creek Way,,894-555-0164,15/12/2018,15/12/2023
20296,302,Morgan Diaz,1993-02-27,S,F,60000,0,Skilled Manual,0,1,2546 Fawn Glen Circle,,416-555-0116,01/12/2018,01/12/2023
20297,299,Valerie Wu,1987-09-14,S,F,130000,0,Management,0,2,4250 Park Tree Ct,,164-555-0125,13/09/2018,13/09/2023
20299,54,Megan Cook,1988-11-06,M,F,90000,4,Management,1,1,8370 Acardia Pl.,,831-555-0177,15/10/2018,15/10/2023
20300,68,Xavier Garcia,1988-06-23,S,M,90000,4,Skilled Manual,0,2,5313 Haynes Court,,374-555-0113,28/03/2019,28/03/2024
20301,609,Gloria Bradley,1988-10-22,M,F,90000,4,Skilled Manual,1,3,1940 C Mt. Hood Circle,,396-555-0131,24/11/2018,24/11/2023
20302,302,Tasha Andersen,1988-11-19,S,F,130000,0,Management,0,3,4440 Algiers Drive,,599-555-0175,25/09/2018,25/09/2023
20303,310,Bryce Morgan,1988-04-25,M,M,160000,0,Management,1,1,1509 Orangewood Ave.,,828-555-0122,25/09/2018,25/09/2023
20304,644,Jesse Edwards,1999-08-23,S,M,40000,0,Skilled Manual,0,2,917 Sunset Meadows Ln.,,804-555-0178,21/12/2018,21/12/2023
20305,298,Caleb Ross,1999-12-26,S,M,30000,0,Skilled Manual,0,1,9759 Dover Way,,630-555-0191,08/04/2019,08/04/2024
20306,311,Mary Baker,1999-11-12,S,F,30000,0,Skilled Manual,0,1,7191 Margo Drive,,232-555-0111,02/11/2018,02/11/2023
20307,312,Natalie Blue,1999-03-23,S,F,30000,0,Skilled Manual,1,1,2345 Yorba Linda,,238-555-0116,11/12/2018,11/12/2023
20308,335,Pieter Uittenbogaard,1999-10-26,M,F,30000,0,Skilled Manual,1,1,9722 Sudden Loop,,517-555-0145,19/09/2018,19/09/2023
20310,337,Timothy Ramirez,1999-04-04,S,M,60000,0,Skilled Manual,1,1,7864 East 88th St.,,592-555-0129,21/12/2018,21/12/2023
20312,54,Ryan Lewis,1998-05-22,M,M,40000,0,Clerical,0,2,6391 Arcadia Place,,591-555-0115,07/11/2018,07/11/2023
20315,644,Devin Ramirez,1998-08-25,S,M,40000,0,Skilled Manual,1,1,2020 Augustine Dr.,,453-555-0170,17/12/2018,17/12/2023
20316,29,Suzanne Zhang,1966-09-13,S,F,20000,0,Skilled Manual,1,2,152 Scenic Ave.,,1 (11) 500 555-0158,30/08/2018,30/08/2023
20317,4,Alex Green,1966-05-22,M,M,20000,0,Skilled Manual,0,2,4296 Shadow Hill Road,,1 (11) 500 555-0176,29/09/2018,29/09/2023
20318,54,Amanda Turner,1991-11-03,M,F,60000,1,Skilled Manual,1,0,6518 Wilke Drive,,765-555-0188,06/08/2017,29/04/2024
20319,612,Dylan Alexander,1991-11-06,M,M,60000,1,Skilled Manual,1,0,6395 Deermeadow Way,,272-555-0110,16/12/2018,16/12/2023
20320,298,Mindy Nath,1991-10-05,M,F,60000,1,Skilled Manual,1,0,833 Boxwood,,829-555-0154,09/12/2018,09/12/2023
20321,301,Colleen Chen,1991-10-03,M,F,60000,1,Skilled Manual,1,0,6465 Brushcreek Dr,,178-555-0189,12/12/2018,12/12/2023
20323,634,Justin Coleman,1983-10-02,S,M,90000,0,Professional,0,2,1358 Palmer Rd,,172-555-0163,22/09/2018,22/09/2023
20324,298,Ashley Rodriguez,1983-09-19,M,F,100000,2,Professional,1,2,1480 Shoenic,,804-555-0168,30/09/2018,30/09/2023
20326,358,Paige Blue,1983-08-11,M,F,130000,2,Management,1,4,5882 Wheel Ave.,,491-555-0198,30/10/2018,30/10/2023
20327,358,Sophia Perez,1983-04-12,M,F,130000,2,Management,1,4,2229 Oak Rd.,,604-555-0191,19/11/2018,19/11/2023
20328,359,Sierra Carter,1983-11-18,M,F,150000,0,Management,1,4,2622 Highridge Court,,899-555-0129,19/02/2019,19/02/2024
20329,383,Jose Yang,1983-12-12,M,M,160000,1,Management,1,4,5491 Martindale Drive,,186-555-0112,25/04/2019,25/04/2024
20331,609,Jeremy Cox,1982-06-06,M,M,90000,4,Professional,1,4,4052 Mt. Wilson Way,,713-555-0188,30/11/2018,30/11/2023
20332,609,Danny Navarro,1982-05-02,M,M,90000,4,Professional,1,4,4151 Olivera,,835-555-0197,14/03/2019,14/03/2024
20334,298,Jeremiah Mitchell,1982-05-14,M,M,110000,3,Management,1,1,7481 Crown Ct.,,511-555-0134,17/08/2018,17/08/2023
20335,310,Adam Gonzales,1982-05-05,S,M,110000,3,Management,0,3,6121 Pebble Glen Drive,,128-555-0129,26/03/2019,26/03/2024
20337,331,Xavier Hall,1982-10-07,M,M,120000,3,Professional,1,4,1293 F Street,,780-555-0196,05/09/2018,05/09/2023
20338,334,Anna James,1982-01-20,S,F,130000,2,Management,0,4,8463 Vista Avenue,,873-555-0154,23/04/2019,23/04/2024
20339,337,Kaitlyn Hughes,1982-07-26,M,F,130000,2,Management,1,4,9846 Powell Drive,,117-555-0199,28/09/2018,28/09/2023
20340,343,Makayla Kelly,1982-03-27,M,F,130000,2,Management,1,4,9007 S Royal Links Circle,,431-555-0121,02/10/2018,02/10/2023
20341,52,Tyler Smith,1981-02-21,M,M,70000,4,Professional,1,3,3366 Creekridge Lane,,364-555-0115,29/01/2019,29/01/2024
20342,611,Aimee Lu,1981-03-16,M,F,80000,4,Professional,1,3,8829 Northstar Drive,,322-555-0111,09/04/2019,09/04/2024
20343,623,Sierra Hill,1981-06-02,M,F,90000,3,Professional,1,1,699 Rubiem Ct.,,190-555-0178,10/08/2018,10/08/2023
20344,300,Ashlee Anand,1981-10-15,M,F,110000,3,Management,1,3,5661 Elkwood Drive,,147-555-0118,09/09/2018,09/09/2023
20345,300,Regina Martinez,1981-07-18,S,F,110000,3,Management,1,3,8738 Crawford Street,,583-555-0123,14/10/2018,14/10/2023
20346,359,Angelica Washington,1981-04-05,S,F,130000,3,Management,0,3,4994 North Civic Dr,,160-555-0156,22/10/2018,22/10/2023
20347,361,Savannah Roberts,1981-09-16,M,F,160000,2,Management,1,4,7062 Starflower Drive,,926-555-0119,22/10/2018,22/10/2023
20348,372,Chloe Evans,1981-09-14,S,F,160000,3,Management,0,2,5900 May Rd,,574-555-0134,10/10/2018,10/10/2023
20349,347,Nicole Harris,1975-12-12,M,F,60000,0,Professional,0,2,8789 Valley Oak Plaza,,519-555-0140,05/01/2019,05/01/2024
20350,59,Isabella Campbell,1975-02-02,M,F,60000,0,Professional,0,2,1986 Attic Rd.,,678-555-0163,30/08/2017,11/05/2024
20351,298,Maria Gonzalez,1975-06-23,M,F,70000,3,Professional,1,0,2839 SeaView Court,,161-555-0122,23/03/2019,23/03/2024
20352,536,Melissa Foster,1975-05-10,M,F,70000,3,Professional,1,0,8323 Rock Oak Road,,341-555-0182,18/10/2018,18/10/2023
20353,331,Allison Phillips,1974-10-16,S,F,80000,0,Skilled Manual,0,2,5698 Elmonte Drive,,313-555-0116,21/10/2018,21/10/2023
20354,43,Austin Williams,1974-11-02,M,M,80000,0,Skilled Manual,0,2,6700 Delta View Ln.,,730-555-0151,28/11/2018,28/11/2023
20355,548,Melanie Gray,1974-05-01,S,F,80000,0,Skilled Manual,0,2,6452 Harris Circle,,717-555-0178,04/04/2019,04/04/2024
20357,627,Julian Price,1955-08-01,M,F,50000,0,Management,1,2,2988 Buckingham Dr.,,704-555-0164,22/12/2018,22/12/2023
20358,644,Brian Murphy,1955-09-14,M,M,50000,0,Management,1,2,2241 V St.,,119-555-0160,04/11/2018,04/11/2023
20359,298,Rachel Blue,1955-03-04,M,F,60000,0,Management,1,2,6239 Boyd Road,,665-555-0199,09/12/2018,09/12/2023
20360,329,Brianna Russell,1955-04-23,M,F,120000,3,Management,1,4,9558 Orchard View Ave.,,623-555-0192,23/02/2019,23/02/2024
20361,612,Jonathon Moreno,1956-10-03,M,M,50000,0,Management,1,2,9866 Santa Lucia Dr,,589-555-0117,18/08/2018,18/08/2023
20366,326,Marcus Powell,1980-09-03,M,M,120000,3,Professional,1,4,1707 Piper Ridge Court,,999-555-0152,28/08/2018,28/08/2023
20368,372,Thomas Jackson,1974-09-05,S,M,80000,0,Skilled Manual,1,2,5785 Lislin Ct.,,332-555-0140,07/11/2018,07/11/2023
20369,539,Trevor Barnes,1974-08-23,S,M,80000,0,Skilled Manual,1,2,8969 Royal Links Ct.,,543-555-0173,09/11/2018,09/11/2023
20370,618,Blake Young,1974-08-01,M,M,70000,0,Skilled Manual,1,2,7255 Virginia Hills Drive,,168-555-0119,09/11/2018,09/11/2023
20371,358,Grace Bryant,1974-02-17,M,F,60000,0,Skilled Manual,1,2,467 Moccasin Ct.,,852-555-0120,17/12/2018,17/12/2023
20372,542,Kaitlyn Edwards,1974-10-22,M,F,60000,0,Skilled Manual,0,2,3902 Clay Rd.,,110-555-0118,14/12/2018,14/12/2023
20373,52,Morgan Williams,1974-01-17,M,F,60000,0,Skilled Manual,0,2,6529 Greentree Drive,,575-555-0199,29/09/2017,11/05/2024
20374,322,Fernando Adams,1974-06-15,M,M,60000,0,Skilled Manual,0,2,4787 R St.,,247-555-0133,02/12/2018,02/12/2023
20375,71,Olivia Perry,1973-03-17,S,F,70000,0,Management,1,2,3369 Houston Ct.,,727-555-0182,11/10/2017,08/05/2024
20376,311,Destiny Lewis,1973-11-15,S,F,70000,0,Management,1,2,4596 Flora Ave,,624-555-0118,28/10/2018,28/10/2023
20377,543,Brian Reed,1973-03-27,M,M,70000,0,Management,1,2,6272 Paraiso Ct.,,541-555-0160,28/11/2018,28/11/2023
20378,612,Nathan Jai,1957-09-25,M,M,60000,0,Management,1,2,1805 Gallagher Circle,,654-555-0128,19/08/2018,19/08/2023
20379,298,Brittney Chen,1957-11-18,S,F,60000,0,Management,1,2,1707 Willowwood Ct.,,488-555-0126,06/02/2019,06/02/2024
20380,70,Catherine Reed,1957-02-03,M,F,60000,0,Management,1,2,6643 Mt. Whitney,,174-555-0176,23/10/2018,23/10/2023
20382,334,Jack Hernandez,1958-09-24,M,M,70000,0,Management,1,2,2107 Ameno Road,,186-555-0175,01/11/2018,01/11/2023
20383,637,Richard Hernandez,1959-09-03,S,M,60000,0,Management,1,2,4980 Olivera Rd,,169-555-0138,28/04/2019,28/04/2024
20384,329,Luis Gonzalez,1959-02-12,M,M,60000,0,Management,0,2,3354 Roan Lane,,857-555-0157,26/11/2018,26/11/2023
20385,631,Jason Patterson,1959-10-18,M,M,70000,0,Management,1,2,4716 Cougar Way,,111-555-0199,16/11/2018,16/11/2023
20386,335,Anna Russell,1959-11-21,M,F,70000,0,Management,1,2,5979 El Pueblo,,155-555-0157,09/11/2018,09/11/2023
20387,301,Jordan Adams,1960-11-12,M,M,60000,0,Management,0,2,2159 Barbie Dr.,,756-555-0151,07/01/2019,07/01/2024
20388,609,Natasha Gill,1960-11-04,M,F,70000,0,Management,0,2,9975 Rose Dr.,,565-555-0125,07/03/2019,07/03/2024
20390,611,Ross Ramos,1960-02-12,S,M,70000,0,Management,1,2,8193 Pine Creek Way,,519-555-0126,26/02/2019,26/02/2024
20391,311,Meghan Serrano,1960-05-20,M,F,70000,0,Management,1,2,7618 Eastgate,,860-555-0110,12/08/2018,12/08/2023
20392,352,Destiny Ramirez,1960-03-11,M,F,80000,0,Management,1,2,6498 Pasa Del Rio,,961-555-0130,30/04/2019,30/04/2024
20394,631,Emma Butler,1961-04-15,M,F,50000,0,Management,1,2,5346 Clayburn Road,,720-555-0117,04/01/2019,04/01/2024
20395,302,Katherine Rogers,1961-08-14,S,F,50000,0,Management,0,2,2602 Hale Dr,,869-555-0170,15/01/2019,15/01/2024
20396,312,Jason Simmons,1961-05-24,S,M,50000,0,Management,1,2,3394 Rock Drive,,958-555-0115,04/04/2019,04/04/2024
20397,326,Isaiah Gray,1961-09-23,M,M,50000,0,Management,1,2,9192 Dublin Court,,915-555-0139,18/04/2019,18/04/2024
20398,352,Jordan Collins,1961-06-01,S,F,70000,0,Management,1,2,7 Zulu Court,,706-555-0165,11/12/2018,11/12/2023
20399,626,Benjamin Rodriguez,1962-06-16,M,M,50000,0,Management,1,2,9015 Denkinger Court,,489-555-0186,22/01/2019,22/01/2024
20400,322,Sydney Henderson,1962-09-21,M,F,50000,0,Management,1,2,2822 Valmar Dr,,699-555-0122,07/01/2019,07/01/2024
20401,302,Hannah Jenkins,1962-04-11,M,F,50000,0,Management,1,2,7091 Clemson Court,,802-555-0111,24/01/2019,24/01/2024
20402,33,Vincent Liang,1966-07-15,M,M,20000,0,Skilled Manual,0,2,953 Trafalgar Circle,,1 (11) 500 555-0139,18/12/2018,18/12/2023
20405,358,Isaiah Campbell,1998-07-03,S,M,70000,0,Skilled Manual,0,2,4378 Dover Way,,677-555-0182,19/11/2018,19/11/2023
20406,37,Felicia Munoz,1968-02-05,M,F,20000,1,Clerical,1,2,3936 Cleveland Rd.,,1 (11) 500 555-0141,11/03/2019,11/03/2024
20407,19,Kristopher Vance,1968-11-24,M,M,20000,1,Clerical,1,2,4310 Kenston Dr.,,1 (11) 500 555-0171,15/02/2019,15/02/2024
20408,612,Isaac Morgan,1997-07-17,S,M,40000,0,Clerical,1,2,3992 C Kenwal Rd.,,709-555-0145,04/03/2019,04/03/2024
20409,641,Sophia Young,1997-11-17,S,F,40000,0,Skilled Manual,1,2,3788 Canyon Creek Drive,,146-555-0195,16/02/2019,16/02/2024
20410,641,Richard Jackson,1997-06-12,M,M,40000,0,Skilled Manual,1,2,9322 Sunshine,,790-555-0131,12/10/2018,12/10/2023
20411,316,Cole James,1997-06-05,M,M,60000,0,Skilled Manual,1,2,9995 Valley View Road,,117-555-0150,15/11/2018,15/11/2023
20412,374,David Jackson,1997-10-23,M,M,70000,0,Skilled Manual,1,2,5115 Meadowbrook Court,,760-555-0137,06/11/2018,06/11/2023
20413,299,Taylor Powell,1996-05-06,M,F,60000,0,Skilled Manual,1,2,7165 Brock Lane,,666-555-0172,24/09/2018,24/09/2023
20414,345,Amanda Bailey,1996-11-23,M,F,60000,0,Skilled Manual,1,2,4915 Pear Dr.,,241-555-0141,13/04/2019,13/04/2024
